TACR3
GPR113
GATS
CLDN8
CLDN8
PGK2
PGK2
NPM3
SFMBT1
SFMBT1
TAF11
TPST1
ZC2HC1A
ZC2HC1A
LPAR4
GNRHR2
LRFN4
LINC00923
ZNF853
ZNF853
ABCC10
SDC1
SDC1
KIF17
CABP2
CABP2
M1AP
COPG1
C7orf26
OR2B6
TSR1
TSR1
ALPL
ANKS1A
FAM19A2
FAM19A2
FAM19A2
GALNTL6
ANO5
TNK2
TNK2
TNK2
TNK2
COL17A1
COL17A1
REG3G
SMCR8
IGFL4
MIR760
C10orf76
C10orf76
FKBP5
KIF24
KIF24
MCU
PPAPDC1B
OR1C1
NKAIN3
PPAPDC1B
KCTD6
KCTD6
SHFM1
ANXA2P3
PC
PC
PC
PPP1CC
CALHM2
CYLC1
RBM20
MUT
MUT
DDIT4L
SNORD91B
MUC13
CCDC18
CCDC18
CALHM1
LINC01019
IRX2
C5orf38
SNORD91A
HEYL
ZBTB41
PPFIA2
TCF20
TCF20
TCF20
TCF20
IFITM2
ARAP2
ARAP2
ARAP2
CRISP2
ANKRD35
TNS4
SLK
SLK
MROH8
MROH8
HTT
ZNF267
ZNF316
ZNF316
ACOX2
METTL16
CSMD3
USP48
USP48
SNORD121A
C7orf72
RHAG
HYI
LINC01021
PABPC4
OIT3
OIT3
MAPKBP1
GAL3ST4
MALT1
MALT1
CFL2
CFL2
SNORD58A
FRG1
SGSM2
TRAF3
RCE1
RCE1
RPL17
SFT2D3
PLA2G12B
CRB1
CRB1
CDK2AP2
EMCN
MXI1
WDR33
WDR33
ZCWPW1
WHSC1L1
SIGMAR1
SIGMAR1
SIGMAR1
SIGMAR1
FZD9
KIF9-AS1
SNORA55
HNRNPR
TPM1
TPM1
GHR
5-Mar
5-Mar
KIAA0319L
KIAA0319L
KIAA0319L
KIAA0319L
NRIP3
C18orf32
HMGN5
CALHM3
CALHM3
HMCES
HMCES
OR14C36
UBE2R2
ASXL2
CMTM8
CENPQ
IFFO1
IFFO1
IFFO1
IFFO1
OR10K1
IFT81
IFT81
IFT81
TGOLN2
GPM6A
GPM6A
GPM6A
GPM6A
GPM6A
RP11-983C2.2
FAM178A
FAM178A
EPT1
APH1B
CDH19
CDH19
MFSD2A
OR2B2
PCDH1
COG3
COG3
CLTC
ADD3
ADD3
ADD3
GCH1
GCH1
GCH1
IFITM1
MAPRE3
MYLK
MYLK
BAG3
PCDH1
CBLN4
UBE2QL1
HTRA2
HTRA2
ADD3
TTLL6
STPG2
GRIA4
GRIA4
LTBR
CASP10
CASP10
NECAB3
NECAB3
NECAB3
TBC1D31
LINC01057
TPM1
TPM1
OSTCP1
AIF1L
AIF1L
AIF1L
C6orf1
C6orf1
C6orf1
ITGB3
MED1
MED1
CNTNAP1
MATR3
C8orf76
BAZ1B
BAZ1B
FBXL22
CATSPER3
CATSPER3
ELMOD3
ELMOD3
DHTKD1
MLEC
MLEC
PUM2
PUM2
SLC37A3
SLC37A3
SLC37A3
C7orf43
ACSS2
ACSS2
PILRA
SCNN1A
MAPKAP1
MAPKAP1
MAPKAP1
MOB3C
MOB3C
RNF8
RNF8
ACSS2
ACSS2
ACSS2
SPOCK3
SGSM3
MNT
SCP2
AUP1
AUP1
CCR10
EZH1
CACNA1S
PTGER3
RAB7A
RAB1A
TNFRSF1A
AP2M1
AP2M1
KCNN2
CGGBP1
CGGBP1
CGGBP1
CGGBP1
SZT2
SZT2
SZT2
UNC119B
UNC119B
CSMD1
CSMD1
SLC10A7
TSPAN33
CEP68
TNFRSF1B
ITGB5
ITGB5
ITGB5
ITGB5
LUZP1
LIX1L
MROH8
PTGER3
SYCN
FAM43B
HSPA13
HSPA13
HSPA13
MDGA2
AIFM2
MXI1
MXI1
PSMD13
PSMD13
LRRC73
OR7E156P
HMGA1
FLJ45974
OR8J1
RORB
ARID3C
UBE3B
RAP1GAP
RAP1GAP
MUC19
MUC19
MUC19
JTB
EZR-AS1
ZNF800
SCUBE2
TULP1
SOGA1
SOGA1
SOGA1
ABCF3
HERC1
HMGA1
DRC1
ARL1
DENND5A
DENND5A
OR6Y1
ACAD9
PCDH17
PCDH17
PCDH17
PTPN9
PTPN9
B3GNT9
CPNE8
CPNE8
TRAPPC10
TRAPPC10
TRAPPC10
MXI1
ANKRD34A
LINC01085
OR10K2
ATRAID
ATRAID
CORO6
ANGPTL2
NTNG1
NTNG1
CREB3L4
C20orf24
C20orf24
C20orf24
CAD
VPS26A
VPS26A
ANKHD1
ANKHD1
ANKHD1-EIF4EBP3
SLC5A6
CNTN1
CNTN1
NRF1
NRF1
NRF1
NRF1
ALG14
ALG14
DNMT3A
RBM12
RBM12
TUSC1
CMTM6
TULP4
TULP4
TULP4
ELN
ELN
ZNF791
YIPF3
RPP25L
RPP25L
RPP25L
NCCRP1
NCCRP1
ACADS
DCTN3
DCTN3
E2F1
SLC25A30
SLC25A30
STK10
SLC39A1
AR
AR
FNDC4
DVL3
XRCC6P5
RNF113B
EPHA5
EPHA5
EPHA5
PI16
CCL19
MED15
MED15
UBE2D2
UBE2D2
UBE2D2
AGO1
PTGER3
AP3M1
AP3M1
SOCS4
SOCS4
SOCS4
SMARCC1
SLC22A7
SLC22A7
SLC22A7
POLR2D
CCDC8
CAPG
LAMTOR4
EIF4G3
EIF4G3
CRTC2
LINC00442
TMEM151B
TMEM151B
PXMP4
PXMP4
PXMP4
OR8I2
GGT7
GGT7
GGT7
AGFG2
AGFG2
AGFG2
FHAD1
FHAD1
PILRB
ADAM33
ADAM33
GBF1
PITPNM1
SNORA74A
CCDC85A
CCDC85A
DQX1
GRK4
GRK4
NUDT2
NUDT2
MED8
MED8
MED8
ABL1
TXNDC15
GFRA4
MEPCE
ADK
ADK
MIR577
MAP3K14
NFS1
NFS1
CRIP3
KCTD10
GRM7
SLC25A42
SLC25A42
PLEKHG6
ATOH8
EYA3
EYA3
POLR1C
ANP32E
STK38
IFT172
CPNE1
CPNE1
CPNE1
CPNE1
CPNE1
CDKN1A
CDKN1A
CASZ1
ANKRD13A
POLR3GL
LINC00885
MYO7B
FZD3
RAD52
RAD52
KDM6B
HMGB3P1
GCKR
LINC00221
JMJD7
JMJD7-PLA2G4B
LOC550643
DNAJC11
SCAND1
SCAND1
SCAND1
HPCAL4
CYBRD1
CYBRD1
SRSF3
SRSF3
ARHGAP19
SERPINB9
DUPD1
APOA5
ZBTB14
HAVCR1P1
ERMN
DSTYK
DSTYK
DSTYK
DSTYK
HHEX
NEIL3
NEIL3
NEURL1
NECAP2
OR8K3
RP11-76E12.1
KRTCAP3
SMO
CNBP
CNBP
CNBP
CNBP
DPP10
DPP10
DPP10
RBPMS-AS1
RPN2
OTOF
H1FX
RAB9BP1
LRRC20
LRRC20
SOWAHB
PPP1R35
CCDC40
CCDC40
RUNDC3A
TLX2
GPR107
PER1
MATR3
MATR3
MATR3
PLA2G4A
NOP2
NOP2
NOP2
NOP2
DENND4B
P4HA1
OR5AP2
TRADD
TRADD
LINC00667
KPNA2
KPNA2
NUP160
NUP160
SAMD15
TMEM214
TMEM214
ATF3
ATF3
SLC25A33
SLC25A33
LIMK1
XPO5
DSN1
LINC00526
FAM136A
FAM136A
SPATA32
MIR423
RBPMS
RBPMS
RBPMS
RBPMS
RBPMS
RBPMS
PLEKHH3
LRRTM4
C1S
C1S
PPTC7
LOC283214
FGFR1
FGFR1
FGFR1
GTF2F2
VASH1
VASH1
AGA
CDC5L
HIST1H2BO
MTMR8
CHST14
ADM
BAZ1A
BAZ1A
PKIA
PKIA
PKIA
ENHO
ENHO
FGF8
FGF8
UQCRQ
SPAG4
UMPS
NYAP1
SLC4A8
ASCL5
KIAA1279
KIAA1279
HES7
CD3D
CD3D
CDH8
LINC00871
LINC00871
CSPG5
DPP3
DPP3
HIST1H2AM
OR5D16
TRAF3IP2
TRAF3IP2
DNPH1
DNPH1
SLC23A1
SLC23A1
CD40
CD40
KNCN
RESP18
ZNF318
ZNF318
DLGAP4
KLHL32
PRIM1
PRIM1
MANSC1
MANSC1
GGCX
TBC1D22B
PSMD5-AS1
SLC6A16
PROC
LEAP2
EFCAB13
EFCAB13
MYL4
MIR1471
PTPRN
MYL4
AIP
TOP2A
RBM11
RBM11
BPHL
DNAI1
SLC25A39
OR5AR1
VWA9
VWA9
VWA9
VWA9
VWA9
AFF4
AFF4
GPR37
BBS1
RAB44
RNF7
RNF7
SMNDC1
TXNIP
DEFB114
KDM2A
MAPK1IP1L
MAPK1IP1L
TIAL1
TIAL1
TIAL1
TIAL1
TIAL1
LOC100630918
PLEKHA6
PLEKHA6
PELI3
NUP214
CCDC167
LOC407835
MIR1301
TNRC6C
TNRC6C
TNRC6C
SLC30A3
SPRED2
GPR124
IPO13
ZNF627
ZNF627
HEMK1
CD3G
OR10T2
KANSL3
KANSL3
POF1B
TSC22D4
ADRBK1
ATXN7L3B
ATXN7L3B
C3orf18
HIST1H3J
IDH2
RERE
RERE
RERE
WDR33
C17orf64
FLJ42351
ZWINT
ZWINT
ZWINT
ZWINT
RB1CC1
DNAJB2
DNAJB2
CCNF
GREB1
AC007386.2
SRRM3
ATL2
ORC2
THAP3
ECHDC2
LIPG
LIPG
OR2T6
ANGEL1
RALY
RALY
RALY
RALY
GAREML
SAP25
C7orf61
GREB1
PEMT
PEMT
PEMT
PEMT
ABCC13
ABCC13
PACSIN1
REG1A
OST4
OST4
UCP3
MAP2K5
MAP2K5
MAP2K5
PRKD1
SIK3
SIK3
RAB33B
BRWD3
BRWD3
SEMA5B
SEMA5B
IDE
INTS9
GLYATL3
SUN2
SUN2
MTMR3
MTMR3
MTMR3
MTMR3
OR5D18
OR5D18
CACNB2
NOP14
NOP14
FBXL8
MIR632
MEGF11
KIF11
KIF11
LETM2
APOA1
UCP3
TCHP
EIF2B5
LRCH4
SLC20A1
CYTIP
CYTIP
CASC5
CASC5
CA14
ZCCHC11
ZCCHC11
OR8J3
SHROOM1
CACNA2D4
CACNA2D4
SEMA4B
SEMA4B
ZNF519
FGD2
APOC3
RPN1
LAPTM4A
BAHD1
MTG2
EVPLL
C11orf49
C11orf49
C11orf49
C11orf49
TTC18
MXD1
SPECC1L
SPECC1L
BRINP3
BRINP3
AGBL5
AGBL5
AGBL5
MYCL
PITX3
OR4C12
VAMP8
MORN2
GSN
LOC202181
GREB1
PPM1G
PPM1G
ZFYVE27
ZFYVE27
C12orf76
C12orf76
CABP1
LPIN2
LPIN2
WDR33
WDR33
WDR33
C17orf75
TMEM110
DIRAS1
RNF24
STAG3L5P-PVRIG2P-PILRB
STAG3L5P-PVRIG2P-PILRB
KCNK12
KCNK12
KCNK12
DLGAP5
DLGAP5
CSE1L
CSE1L
CSE1L
C1R
C1R
C1R
APOA4
NRBP1
ICA1L
ICA1L
ICA1L
ICA1L
ZNF513
SEC24A
KHDRBS1
TRPC4AP
TRPC4AP
IFI44
PIAS3
SLC4A8
SLC4A8
SLITRK5
EMILIN1
ZDHHC24
GRM8
EIF2B4
EIF2B4
EIF2B4
GALNT13
SATL1
ISY1
ISY1
DDHD2
DDHD2
BRF2
PIP4K2C
MRPS36
RAB11FIP1
RAB11FIP1
LINC00290
PTRH2
TOP3A
EBAG9
EBAG9
OR5L1
EBAG9
CASZ1
SYBU
ABHD13
ABHD13
NSUN6
POFUT1
POFUT1
POFUT1
TEAD2
NOP14-AS1
CHCHD5
ARTN
FNBP1L
TCTN1
OXER1
BMPR2
BMPR2
SNX17
HADHA
HEPH
SLC2A8
CEBPB
PRSS3
IQCH
TCF23
OR5AS1
VENTXP7
SUPV3L1
NT5C2
NT5C2
NT5C2
OR8K5
OR8K5
ANKRD13B
NAP1L6
NAP1L6
EIF2AK4
RUNX3
RUNX3
OBFC1
OBFC1
CBFB
CBFB
PRKAG2
PRKAG2
PRKAG2
PRKAG2
PRKAG2
PPP5C
VMP1
DPH2
DPH2
DPH2
CYP11A1
TMEM241
ZNF37BP
ZNF37BP
SMPDL3B
SMPDL3B
SMPDL3B
CHD4
CHD4
CHD4
HEPH
DYNC1LI1
FLVCR1-AS1
FLVCR1-AS1
FLVCR1-AS1
DDX59
DDX59
MYCL
MYCL
GOLT1A
PCGF1
ACOT11
ACOT11
LAX1
MOGAT2
RBL1
SLC39A3
SLC39A3
TMEM63B
CMTR1
CMTR1
ZNF33A
ZNF33A
FLVCR1
MICU1
ELOVL3
GNPDA2
GNPDA2
LINC01060
CHODL
HSF4
FAM126B
GABRG2
TIMM22
CLPS
ACTN3
DLG1
ANXA7
ANXA7
TMEM182
IPO9
STARD10
SLC39A3
ASXL1
HAAO
MNDA
ROMO1
ROMO1
CPT2
ZNF79
GLB1
GLB1
CUL9
PPARD
PPARD
PPARD
C5orf24
LRP5
LRP5
TTC7A
MAST2
DGAT2
VAMP5
VIPAS39
KISS1
TRIM62
SLC22A23
SLC22A23
SRF
PLAGL2
PLAGL2
PCYT1A
KCNH8
PDS5A
SOWAHA
ATP6V0B
ATP6V0B
ENAH
ENAH
CRTC3
DNPEP
TLX1NB
SREBF2
LGALS3
LGALS3
POLH
RNF135
RNF135
RNF135
RTN3
RTN3
NFKBIE
CPT1A
CPT1A
DPRXP4
DPRXP4
SS18L1
SS18L1
CPT1A
APH1A
APH1A
ATF5
GIT2
KRT16
MUSTN1
TFAP2E
MFI2
MFI2
MAP4
LRP1B
HPS6
TSPY26P
RUFY2
RUFY2
C17orf82
GPX7
ATOH7
ATOH7
PDIA5
REN
PSMB2
FZD2
LINC01144
KHK
KHK
KHK
AMER1
AMER1
EVI5L
SEPN1
SEPN1
KRT9
RRP9
PADI2
GTPBP1
GTPBP1
RBM39
MTHFD2P1
PXDNL
PXDNL
PXDNL
PXDNL
GRN
GRN
CCDC14
TBKBP1
B4GALT2
TUSC3
TUSC3
CCDC39
KCNN2
DAPK2
LONP1
B4GALT2
TEAD3
C1orf227
AP2A2
PDHA2
AGPAT3
TMED8
NBPF3
RP11-682N22.1
PTK7
PTK7
RGS10
RGS10
RGS10
SLITRK1
SLITRK1
GSS
TBX21
ETNK2
HPDL
TMEM217
TMEM217
TMEM217
GPATCH8
MCAM
ARFGAP3
DNAJC5G
IFI44L
IFI44L
RPL36
RAB43
HARBI1
SSBP3
DERL1
NCAM2
ATG13
NIF3L1
HTR1D
RGP1
PTK2
PTK2
PTK2
RIOK3
RIOK3
RIOK3
MRPL14
CISH
NUMB
PTRHD1
CXXC5
DOCK9
TUBG2
TOM1L1
TMEM88
CAPN11
STOX1
STOX1
PHF13
MUTYH
MUTYH
MUTYH
C1orf54
MFSD10
ADK
ADK
ARFGEF2
SPOCK2
GBA2
GBA2
DMBX1
KIF5A
KIF5A
CNNM4
SAMD4A
SAMD4A
FAM219A
FBXO16
RPRML
SPTBN5
CCDC24
SCN8A
SCN8A
SCN8A
SCN8A
SLC27A1
CRYBG3
FIBCD1
OR5D14
MZB1
IWS1
MAP3K2
MAP3K2
RNF212
C15orf39
ARHGEF25
ARHGEF25
ASCL3
FEV
MIR644A
SKP1
PITPNC1
PITPNC1
SNORD85
CCDC125
TSPAN3
TSPAN3
ATPAF1
ATL3
LINC00608
GRXCR1
RECK
RECK
SLC6A9
SLC6A9
SLC6A9
AKAP13
AKAP13
AKAP13
IFI16
TMPPE
TMPPE
CRTAP
CRTAP
CRTAP
DNER
CBL
CBL
MAML3
MAML3
FAM71A
VAMP2
EPHB3
MTF2
ZNF251
GRK7
CRYBA2
CRYBA2
SBF2
SBF2
ATP2A2
ATP2A2
ATP2A2
ZNF385D
LPCAT3
RASD1
UBAP1L
MSMP
NGRN
EIF2B3
EIF2B3
CREB3
PDRG1
TTC14
TTC14
CC2D1B
CC2D1B
VPS13D
VPS13D
VPS13D
SETDB1
MUC6
MUC6
MUC6
MUC6
SLC39A14
GATAD2A
FAM171A2
GRIN2C
PSMA7
MAU2
SRGN
SRGN
TMEM134
TMEM134
NAA38
CNTROB
CENPO
CENPO
B4GALT7
BZRAP1
WDR53
ZNF490
LOC100129550
ASPRV1
ALPK3
FNBP4
MBTD1
LINC00854
MRPL42P5
ABR
ABR
ABR
ATG16L2
ADAP2
GABRB2
FAM107A
HSD17B6
TLX1
LSP1P3
PDCD11
EMILIN2
GTF3C2
GTF3C2
LINC00663
SLC35B2
YLPM1
NSD1
APOD
DNASE1L3
DNMT3A
SLCO1B1
KIAA1161
GIT2
SAMSN1
SAMSN1
C20orf141
NSD1
NSD1
TCEB3
LGALSL
EIF4EBP1
VPS29
ITGA2B
CPXM1
C9orf24
C9orf24
LBX2
HFE2
HFE2
TLDC2
TNNT1
PLEKHM2
AGO2
HRH3
CYB5D1
RNF26
PI4K2A
PCBP1-AS1
NCDN
NCDN
NCDN
GSTZ1
MRPL2
DGKB
DGKB
GSTZ1
C2orf57
LDLRAP1
PEAK1
PEAK1
AGO3
AGO3
ATP5L
EMC3
RNF168
RNF168
PPP2R5C
CIART
ARL5B
ARL5B
TEFM
TEFM
INTS4
TRIM54
TRIM54
BCL2L2
CTSF
CYP17A1
DTNB
CFLAR
MELK
MELK
TRAPPC1
EFCAB10
SRI
SRI
SRI
SLC26A10
SLC26A10
SLC26A10
CDK5R2
PANK2
PANK2
HILPDA
NME5
ACTR1A
PARP3
PARP3
GPALPP1
CBLN2
MIEF2
PANK2
CCR4
KCMF1
KCMF1
KCMF1
KCMF1
KCMF1
C1orf123
PRRT3
C11orf30
C11orf30
CTDSP1
MORN4
TOE1
TUBA4A
MTL5
PHF20
PPP1R3E
UGT8
CTDSP1
CTDSP1
SMAD3
PPIL3
PPIL3
PPIL3
COG1
HTR2B
ZC3H11A
TMSB10
COPS7B
UPF2
UPF2
UPF2
UPF2
UCP2
MARS
EIF5
EIF5
EIF5
AGPAT3
AGPAT3
CCDC153
CCDC153
CCDC153
EIF5
KBTBD13
DNA2
DNA2
EIF4ENIF1
SPDEF
SLC4A1
C1QTNF5
LINC00968
LRRC15
PRC1
SLC25A51P1
DCTN2
C2CD4C
C2CD4C
HSD11B1L
HSD11B1L
SEMA7A
MIR26B
NUP62
NUP62
GAA
GAA
RAB3B
SERPINB6
SERPINB6
SNORA28
PROB1
LINC00226
REG1P
AC074286.1
AC074286.1
HGFAC
TECRL
CCDC108
ZNF833P
EHD4
TMEM150A
TMEM87B
MAGEE1
MAGEE1
NDEL1
NDEL1
BAI2
CDH9
TMTC2
B4GALNT1
MARVELD1
AGO4
EMC3-AS1
AHSA1
PRRG3
SOST
MRPL11
MRPL11
ANKRD13D
ANKRD13D
ANKRD13D
ANKRD13D
CLTA
CLTA
SLC22A6
ZNF14
PDZD3
SRP54
SRP54
SRP54
SRP54
COX7A2L
CRELD1
CRELD1
CRELD1
CRELD1
WDR38
WDR38
WDR38
PLXNB1
GSN
GSN
SPPL3
NDUFV1
CABIN1
CABIN1
CIB1
SNCB
SNCB
SNCB
SNCB
TMEM54
CAMLG
EMG1
DNAJA4
PGLS
EIF4E1B
C2orf53
PDE6D
SNORA65
KIF3B
KIF3B
NDST3
TESK2
DAZAP2
ENDOV
CYSLTR1
TPT1-AS1
RNASEH2C
RNASEH2C
KAZALD1
GDPGP1
EXOSC3
EXOSC3
HEG1
MBD6
LOH12CR2
ST3GAL5
ST3GAL5
SLC51A
ARHGAP9
ARHGAP9
LUC7L2
SNORD30
ZNF815P
SNORD31
SIRT3
C6orf89
SNORD22
DDIT3
DDIT3
CHST3
STK16
STK16
STK16
FDXR
FDXR
PELI1
NUDT17
GNE
SNORD27
GNB2
GUCY2D
SNHG1
SNORD25
OR10X1
ACP5
CCNK
TMCC2
HPCA
SLC3A2
RPL35
KCNG3
KCNG3
TMEM106A
TMEM106A
TMEM106A
LPAR5
PRRT4
CENPH
NEK4
RP5-944M2.3
KAT5
KAT5
KAT5
GTPBP2
GALE
GALE
HOMEZ
ZNF774
ELOVL1
ATP6V0E1
USMG5
LDOC1
PPP2R1B
PPP2R1B
PTPLB
TMED9
TBX2
MAPKAPK3
EBLN2
LEPROTL1
SBF2-AS1
TMEM104
ANLN
SH2D5
CABP4
RPL32P3
RPL32P3
TUSC5
FBXL20
MRPS21
PSMA5
CLK1
CLK1
AVPI1
CLK3
USP2-AS1
C18orf42
C18orf42
CLUH
PEBP4
BUD13
PSMD5
STAT5A
STAT5A
LRRC7
C14orf23
NCS1
RHOD
SETD2
ZNF12
NOL3
NOL3
SAMD8
OR5F1
CGREF1
ZNF711
VPS8
VPS8
NXNL1
LOH12CR1
HIF3A
SLC25A20
SLC25A20
C2orf62
PRPF38A
SFXN4
SFXN4
SFXN4
EML4
SEC22A
SELM
SPCS1
CEP19
CEP19
CEP19
TTLL1
TTLL1
PCOLCE
LRSAM1
GSTTP2
ACRBP
FRAT1
FRAT1
FRAT1
GSTT1
KDM2B
KDM2B
KDM2B
OR5T2
FBXW12
CNTN2
FAM177A1
FAM177A1
ACACA
ACACA
ACACA
FBXO45
FBXO45
FAM19A5
SMAGP
SMAGP
SMAGP
SMAGP
SCARNA12
SUFU
MAPK3
MAPK3
MYOM1
CLPSL1
C2orf68
C2orf68
GALNT16
GALNT16
GALNT16
GALNT16
STYXL1
CDH22
EPHA6
EPHA6
EPHA6
EPHA6
EFS
HSPA5
4-Mar
4-Mar
RAB11A
CRB1
ANAPC16
DUSP13
DUSP13
DUSP13
DUSP13
ZNF654
DR1
CUL7
THY1
AC022007.5
SNORA31
NAT9
OR2T1
VIL1
NME2
ARL6
ARL6
ZNF556
BZRAP1-AS1
IGIP
A4GALT
HIP1
HIP1
INPP5J
INPP5J
INPP5J
TCF7L1
TCF7L1
MBOAT4
NME2
FOXG1
SLC25A16
SLC25A16
BDH1
BDH1
BDH1
PMS2
UBE2E3
UBE2E3
UBE2E3
GLI1
ADAM6
GJD3
GPRIN1
GPRIN1
ZNF410
GDPD3
POMC
POMC
USP2
USP2
USP2
OAZ2
TMEM66
POM121L12
ZNF555
FRAT2
SHC2
SHC2
SHC2
SHC2
SHC2
SHC2
SGTA
SGTA
FMNL1
PNMAL2
RUFY2
NME2
ARHGEF39
ARHGEF39
ARHGEF39
KCTD13
KCTD13
PTGS2
PTGS2
NLRX1
NLRX1
KIAA0895L
PHB2
GABRA4
REG3A
REG3A
CTNNA2
CTNNA2
C1orf216
NPAS4
CNTFR-AS1
SNCG
ARPC5L
CCDC107
NT5M
ASCC1
WIPI2
PIGV
RMRP
DTX2
SPATA24
KTI12
DPP10
ALOXE3
DDT
POP7
NVL
NVL
MFSD9
LRP4-AS1
ELP6
ELP6
ELP6
ELP6
PPP5D1
FAM104A
OR9G1
POLR3C
RNF34
RNF34
RNF34
TMEM201
PPA2
ASPHD1
ASPHD1
NEUROD2
NEUROD2
TMEM57
FAM129C
ROCK2
DLGAP1
DLGAP1
DLGAP1
DLGAP1
DLGAP1
FCF1
IL17RC
IL17RC
IL17RC
IL17RC
IL17RC
HMGCL
PREB
MRPS30
PSMG4
PSMG4
GLT8D1
GLT8D1
GLT8D1
GLT8D1
INHBE
TRAM1L1
MAD2L1BP
ARL4D
MRPL37
PCDH20
HORMAD2
FLJ39080
FLII
SNRPC
GDF5
GDF5
GDF5
HIST1H4F
RLF
PHF21A
HIST1H3I
OR10AG1
SUSD5
SUSD5
SUSD5
CCDC134
NRROS
RAPGEF1
RAPGEF1
RAPGEF1
KCNAB3
HP1BP3
HP1BP3
HP1BP3
CPNE9
WWP2
GIT1
COLGALT1
ZHX1
ZHX1
ZHX1
TECPR2
SNORD69
APPBP2
APPBP2
FATE1
SPOCD1
PNMAL1
PNMAL1
FLJ42969
SNORD59A
ZNF25
SPANXC
HSF1
HSF1
HSF1
HSF1
HSF1
HSF1
HSF1
GATA2
ANXA4
ANXA4
UTP20
UTP20
ADIRF
CHRAC1
C14orf166B
ABCG4
EFCAB12
DOK7
NBR1
CORO1A
NBR1
NBR1
ING4
ING4
YPEL3
NSL1
NSL1
NSL1
CTNNA1
UPK3B
UPK3B
UPK3B
UPK3B
LSM14B
GNG7
GNG7
ORC1
GABRA3
EPHA3
EPHA3
MAN2B1
RAPSN
FAM205A
TGIF2
MIR1253
KPNA6
MOSPD3
MOSPD3
SIT1
FANCD2
FANCD2
FANCD2
GRB7
SPINK8
SPINK8
DENND2A
TSPAN17
TSPAN17
LOC440311
LOC440311
LOC100506127
TMEM180
GRB7
GRB7
LRP4
COMMD7
ZBTB1
LINC01119
LINC01119
EDC3
EDC3
PSMD1
NRADDP
MEN1
MEN1
MEN1
MVK
PCYOX1
C1orf56
MLLT11
CDC42SE1
CDC42SE1
RCCD1
RCCD1
RCCD1
POMT2
CEP250
CEP250
RPS6KA6
OSBPL2
OSBPL2
CCNT1
CCNT1
CCNT1
GYLTL1B
GYLTL1B
PPIE
PPIE
PPIE
WDR86
C16orf59
POC1A
BLOC1S1
C20orf112
ANKRD29
ANKRD29
CACNB2
CACNB2
ADSL
SLC26A8
SLC26A8
SLC26A8
WBSCR27
HSPA4
HSPA4
HSPA4
MAP1LC3A
SCGB1A1
KLHL13
KLHL13
XPNPEP3
HINFP
HINFP
SPIRE2
SEMA6C
MPV17
RRP12
C3orf27
TMEM120A
FLNB
